mean,mmd,avg,min,max
0.6181978195267518,0.4803210704880555,0.617954881756597,0.6158152579623063,0.6230276285963853
0.6191312878685792,0.4827680348711808,0.6173372882297568,0.6134217589455445,0.6230276285963853
0.6163006781893571,0.4786755799609025,0.6166429305431842,0.612040048773845,0.6217845141249497
0.6164651870089372,0.47842328840072945,0.6165018033012019,0.61164232188042,0.6210517942267259
0.6090926288920243,0.4745691775637467,0.6114846891188885,0.606479933794101,0.6210517942267259
0.613004854257663,0.47740433209713296,0.6112071756877103,0.606479933794101,0.615305355127414
0.6096555798607667,0.47555289262111977,0.6111494527284568,0.6071444361763795,0.6145767032461961
0.6059451609211762,0.47260656052406624,0.6084519435323873,0.6050256251650651,0.6145767032461961
0.611025667126735,0.4751145004587968,0.6086181250073114,0.6050256251650651,0.6130662619429429
0.6013610272961457,0.4655732720452149,0.6053041580840216,0.6021593197542031,0.607853761251529
0.6005008503156503,0.46822337650831536,0.6031035723975233,0.5983133151489098,0.605779176886638
0.6071727930861314,0.4747511654454072,0.6048521988283527,0.5983133151489098,0.6099083035546143
0.6076110213356812,0.4745057135182221,0.6076865813988049,0.6051032527643044,0.610142043169101
0.6024908035355409,0.4686198293524583,0.602869538485103,0.5979102238374551,0.6087921022730668
0.5970609098034699,0.4655518441754182,0.5992254980098141,0.5952290877061684,0.6012701972680886
0.5991557001429398,0.46604744189556435,0.6008188638611899,0.5952290877061684,0.6050566195803483
0.6055655016856988,0.4706452920394738,0.6039114487857553,0.6004305466371377,0.6068922787266572
0.6026896148281892,0.46971074336345986,0.602765453874164,0.5996566622811158,0.604987180169185
0.6117072313385804,0.47786042683895424,0.6067359568533897,0.5996566622811158,0.6115258097010453
0.613153284724315,0.48019089394386605,0.6124956741290887,0.6086406021672089,0.616339644725879
0.6176359563427766,0.48398884230430916,0.6161771020317341,0.6114323347168763,0.6197813212233384
0.6276062785940965,0.49275877171333626,0.6273737782595157,0.6149115919428666,0.63249312930878
0.623972958262523,0.49239528768833474,0.6281539881584643,0.6248586087780793,0.63249312930878
0.6318897216873963,0.4998072742777665,0.6331967323380311,0.6248586087780793,0.6390107184010346
0.6467571466523011,0.5105858951168855,0.6419586631348662,0.631027361686786,0.6468365102368195
0.6433158426838715,0.5040654599028428,0.6419647461200024,0.6373924075918992,0.6481734126168092
0.653395673568805,0.5180282204705079,0.6467444872880246,0.6373924075918992,0.6583930312949021
0.6573398321228822,0.5218857138710816,0.6538790755163563,0.6481731741982301,0.6573277770834763
0.668805128272136,0.5288849829989274,0.6613284176612164,0.6481731741982301,0.668573132093509
0.6587043314534028,0.5182566552716096,0.6601833064712682,0.6564229934769471,0.6672146528321107
0.6511353164273103,0.5123167394953568,0.6514740984662638,0.646525373991092,0.6564229934769471
0.6428765713530381,0.502004733617862,0.644083560442686,0.6377531349020799,0.6532453655558427
0.6229274182873566,0.4835646956520875,0.6236693098502953,0.6161405950146516,0.639580434496959
0.6221824645357926,0.4827751129227479,0.6215359279868602,0.6161405950146516,0.6245698540764649
0.6223536639767487,0.48276313238914803,0.6206429121584627,0.6174544452982743,0.6243386029558976
0.6281385629731019,0.4910581915932496,0.625811891525083,0.6174544452982743,0.6309779196339448
0.643101489480098,0.5084007292347749,0.6383111759382089,0.6250267385798295,0.6443333088713487
0.6377640425520738,0.5005795269566377,0.6387361057292354,0.6324724017935593,0.6443333088713487
0.6405234395819505,0.5001979082184632,0.63922103173444,0.6324724017935593,0.6458712130146821
0.6476941316681702,0.5058728068428834,0.6433783207692304,0.6352525263386567,0.6475058256941636
0.6522046684580644,0.5116558431940873,0.6490239104652669,0.6431920140343507,0.6533606707411607
0.6604194253044923,0.5188591092186768,0.654828161102957,0.6468643605070908,0.6587615966158707
0.6494418590622743,0.5091497957068284,0.6524016055157713,0.6488961934405167,0.6575141906100114
0.6581231414633592,0.5176130294161637,0.6598997481356991,0.6488961934405167,0.6683273672419389
0.6685876309233506,0.5271208941298325,0.6660788060252135,0.657326063449939,0.6709355025845368
0.6707510113077958,0.5254617988425095,0.673947674634483,0.6705908238249619,0.6792195349293549
0.6742852091151078,0.5298554062205155,0.6739826195131672,0.6705908238249619,0.6771479009943803
0.6715453773098786,0.5277434199410279,0.6723780210836993,0.6668512284117539,0.6763965546446641
0.6699750482397874,0.5271265118676026,0.6710615324667029,0.6668512284117539,0.6752907543736298
0.6757739990311463,0.5344467222052415,0.671582423252291,0.6673557221251328,0.676659291918834
0.6798610150175889,0.536115160520633,0.672754594123125,0.6673557221251328,0.6785693823653062
